,video_id,comment,likes
3314,QedpcsA-GOU,GOGIDER M CH B CH B L H,0
3315,QedpcsA-GOU,Bahut aacha tha song 😂😂,0
3316,QedpcsA-GOU,BOL AP RAHA LEKIN ESKI GAD FARNI MERA MEN KAR RHA H,0
3317,QedpcsA-GOU,Who is from 2027;😂,0
3318,QedpcsA-GOU,Le me : reading cc (human autorickshaw 😅) even on 2:15 😂,1
3319,QedpcsA-GOU,Bro maine bahut bar dekh rakhi hai,0
3321,QedpcsA-GOU,Legend are waching in 2026😂😂,2
3323,QedpcsA-GOU,Legend are watching on 2026 🗿🤣,513
3324,QedpcsA-GOU,How many of you watching in ²⁰²⁶ ----------- Like button,2
3325,QedpcsA-GOU,Im still watching im from 2026 ❤,2
3327,QedpcsA-GOU,How many of you are watching in 2026,3
3329,QedpcsA-GOU,When I on the caption they laugh and caption me lika gareebo ka batman wala joker,1
3330,QedpcsA-GOU,4:11 nischay ne uncle aur aunty ko kaise convince kiya hoga😂😂😂😂😂😂,3
3331,QedpcsA-GOU,I'm in 2026,1
3332,QedpcsA-GOU,I am watching it in 2026,2
3333,QedpcsA-GOU,Anyone from 2026 😂❤,1
3334,QedpcsA-GOU,Than Abhishek Bhai ne badla Liya  uspe rap banaya,0
3335,QedpcsA-GOU,How many of you are watching  2026😅😂,1
3336,QedpcsA-GOU,Bache khane wala rakshas😂 8:37,0
3337,QedpcsA-GOU,Who is watching in 2029?,1
3338,QedpcsA-GOU,"People saying 2025, 2024, look at us 2026😂😂😂",0
3339,QedpcsA-GOU,👇🏻 legend's in 2026....,50
3340,QedpcsA-GOU,me watching in 2026,3
3341,QedpcsA-GOU,Anyone in 2027???,2
3342,QedpcsA-GOU,How many are watching in 2026,1
3343,QedpcsA-GOU,Legends are watching in 2026,2
3344,QedpcsA-GOU,Anyone in 2026 😂,0
3345,QedpcsA-GOU,I'm in 2026,0
3346,QedpcsA-GOU,I am  waiting in 2026,0
3347,QedpcsA-GOU,How many are in 2026,0
3348,QedpcsA-GOU,Bhaiya iski setting mar gayi hogi ab,0
3349,QedpcsA-GOU,who's matching im 2026,1
3351,QedpcsA-GOU,🤔lekin ye video 4years ago h or m 2026 m dekh rahi hu abhi tak tho hagindra ne kuch kiya hi nai or bat kar raha only 15november ki 😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂🎉🎉🎉🎉🎉🎉,1
3352,QedpcsA-GOU,2026watching in this video 😂😂😂😂😂😂😂😂😂😂 Rahul Gandhi be like 😂😂😂mja aya 🎉🎉🎉🎉🎉🎉,0
3353,QedpcsA-GOU,omg hhahhahahahhhahah,0
3354,QedpcsA-GOU,Legends watching on 2026,1
3355,QedpcsA-GOU,Bhai uska sath bhara to aapko kuchh kuchh dekha hai black colour ham log ka kutta ka pass mein tha niche wala😂😂😂😂😂,0
3356,QedpcsA-GOU,Bhai tune to usko sabak sikha ya hai,0
3360,QedpcsA-GOU,Legends are watching in 2026,0
3361,QedpcsA-GOU,How many people's watching in 2026🎉🎉😊,0
3362,QedpcsA-GOU,2025 me con dekh raha he is video ko😂😂,1
3363,QedpcsA-GOU,Legends watching in 2026,0
3364,QedpcsA-GOU,11:56 BHAI HIG DAY PE HUGGINDER HEUGGE GA😂😂😂😂,0
3365,QedpcsA-GOU,Who are watching in 2026😊😊.,0
3367,QedpcsA-GOU,How many watching in 2025 ❤,1
3368,QedpcsA-GOU,uncle and aunty killed by thei act,0
3369,QedpcsA-GOU,Who is watching in 2026😂😂😂,3
3370,QedpcsA-GOU,Who is watching this in 2026,2
3371,QedpcsA-GOU,Anyone on 2026?😭,1
3372,QedpcsA-GOU,"Watching this on 13th feb, 2026😂",0
3373,QedpcsA-GOU,2026 people watching,1
3374,QedpcsA-GOU,12:05 bhai has te te pet dard ho gaya,1
3375,QedpcsA-GOU,How many of you watching in 2025,2
3377,QedpcsA-GOU,Who was watching in 2026? 😂😂😂😂😂😂😂😂😂,0
3378,QedpcsA-GOU,Please triggered Insaan comment kar do😢😢😢😢😢😢,0
3379,QedpcsA-GOU,Triggered Insan comment like kar do please😢😢😢,0
3380,QedpcsA-GOU,Kiske sath iska Kuchh patega kar ke sath Kuchh aur😂😂😂🎉🎉🎉,0
3383,QedpcsA-GOU,Joginde no Harinder,0
3384,QedpcsA-GOU,Bhai isse achha aapne gaya hai🤣🤣🤣,0
3385,QedpcsA-GOU,Bhai das bajetak sikha hai ye🤣🤣🤣,0
3388,QedpcsA-GOU,2k26 attendance 🎉,0
3391,QedpcsA-GOU,8:55  nahi bol rahe ho! Bhai!😅😊,0
3392,QedpcsA-GOU,"East and west ""triggered insan is the best"" 계속 그렇게 해! 너 최고야!",0
3393,QedpcsA-GOU,Who watcing in 2026,0
3394,QedpcsA-GOU,Anyone here in 2026..😂😂😂😂,0
3395,QedpcsA-GOU,Who watching in 2026 vo like kro,0
3397,QedpcsA-GOU,H who is watching English 2017,1
3398,QedpcsA-GOU,Who is watching in 2026❤❤ 0:54 😂,7
3400,QedpcsA-GOU,How many of you are watching in 2026😂,0
3401,QedpcsA-GOU,Ma. 2026. Ma dakaha,0
3402,QedpcsA-GOU,Best YouTuber which makes me😂 his videos are so ❤❤❤Triggered insaan (nichay malhan) love from Punjab,0
3403,QedpcsA-GOU,How man of u r watching this in 2026,0
3404,QedpcsA-GOU,Ppl in 2026 9 febPlz like 1k,1
3405,QedpcsA-GOU,Me again watching in 2026,0
3406,QedpcsA-GOU,please make part 2❤,0
3407,QedpcsA-GOU,I am watching in 2026,1
3408,QedpcsA-GOU,my birthday is in 15th november lmao,0
3409,QedpcsA-GOU,Anyone in 2026,1
3410,QedpcsA-GOU,None in 2026,2
3411,QedpcsA-GOU,Tati jogenderinmean jogendar wife,0
3412,QedpcsA-GOU,So entailment 🎉🎉,0
3414,QedpcsA-GOU,★M!4x-ff!¡★,0
3415,QedpcsA-GOU,★M!4x-ff!¡★,0
3416,QedpcsA-GOU,Who is watching in 2026 😂,5
3418,QedpcsA-GOU,Support me please 🙏🏻🥺,0
3420,QedpcsA-GOU,Bawander 😂😅😂,0
3421,QedpcsA-GOU,School boy runaway khlo,1
3422,QedpcsA-GOU,Who's watching in 2030,2
3424,QedpcsA-GOU,Who's in 2026,1
3425,QedpcsA-GOU,Kon Kon 2026 me deak raha hain,0
3426,QedpcsA-GOU,Bhai mere Hindi sar ne bhi yahi bola tha 15,0
3427,QedpcsA-GOU,Who watching in 2026,1
3428,QedpcsA-GOU,Legend in feb 2026,0
3431,QedpcsA-GOU,Caption padho human autorickshaw 😂😂😂,0
3432,QedpcsA-GOU,Who is watching in 2026,0
3433,QedpcsA-GOU,Who watching in 2027,0
3434,QedpcsA-GOU,How many of you watching in 1919,0
3435,QedpcsA-GOU,Bohot aacha gana h ❤,0
3436,QedpcsA-GOU,Legend watching 2026,0
3437,QedpcsA-GOU,Anyone 2026,23
3438,QedpcsA-GOU,Kon  kon ye 2030 me dekh  raha,1
3441,QedpcsA-GOU,Who is watching in 2027❤,3
3443,QedpcsA-GOU,Who watches in 2026 😂😂😂😂😂,1
3444,QedpcsA-GOU,thara nokar lullundar,1
3446,QedpcsA-GOU,How many of you are watching in 2026😅😅😅,1
3447,QedpcsA-GOU,Legends watching in2026,0
3448,QedpcsA-GOU,My favorite YouTuber,0
3449,QedpcsA-GOU,Sᴏɴʏ Oɴ Hᴀɢɪɴᴅᴀʀ Wᴀs Eᴘɪᴄ😅🤣😂,1
3450,QedpcsA-GOU,Who is watching in 2026😂😂😂😂,22
3451,QedpcsA-GOU,Who are watching in 2026❤❤,0
3452,QedpcsA-GOU,namuna gaang 👍🎀,0
3453,QedpcsA-GOU,cc wala option on karna likha hai human autorickshaw 😂😂😂,0
3454,QedpcsA-GOU,Legends watching video in 2026,1
3456,QedpcsA-GOU,Triggered Insaan I am your big fan😊😊😊😊😊😊😊😊😊,0
3457,QedpcsA-GOU,How many of you watching this video in 2026?😂,0
3458,QedpcsA-GOU,legend's are waitching in 2026😅,4
3459,QedpcsA-GOU,Not me rewatching this video from 2026...,2
3460,QedpcsA-GOU,Bro...Your song was universal truth,0
3461,QedpcsA-GOU,You are the real GOAT 😂,0
3462,QedpcsA-GOU,2026 wale hagdo oh sorry like krdom 😂😂,0
3463,QedpcsA-GOU,Actual time when triggered insaan was enjoyable,1
3464,QedpcsA-GOU,Pani wala bavander a Gaya,1
3465,QedpcsA-GOU,Paryavaran ki video,0
3467,QedpcsA-GOU,Any one from 2026 1:48,2
3469,QedpcsA-GOU,2026 wale attendance lagvao 😂,10
3470,QedpcsA-GOU,Kon kon 2026  29 jan,2
3472,QedpcsA-GOU,How many of you are watching in 2026😂,12
3473,QedpcsA-GOU,Who is watching in 2026?💕,0
3474,QedpcsA-GOU,"Poonam Gandhi, Business Studies – Class XI, CBSE Publication.DK Goel, Business Studies – Class XI, Arya Publications.Information collected through personal visit and observation of Lake Mall.Interaction with mall staff and store employees at Lake Mall.Official websites and online articles related to organised retail trade and shopping malls (for general reference).Teacher’s class notes and school study material related to the topic Types of Trade.",0
3475,QedpcsA-GOU,"What type of trade does Lake Mall mainly represent?(a) Wholesale trade(b) Retail trade(c) External trade(d) Entrepôt tradeDoes Lake Mall operate within the boundaries of the country?☐ Yes ☐ NoWho are the main customers of Lake Mall?(Short answer)What types of retail outlets are available in the mall?(Tick all that apply)☐ Clothing ☐ Electronics ☐ Food outlets ☐ Entertainment ☐ OthersDoes Lake Mall sell goods directly to final consumers?☐ Yes ☐ NoWhich feature best describes Lake Mall?(a) Small retail shop(b) Itinerant retail trade(c) Organised retail trade(d) Wholesale marketWhat facilities are provided to customers in the mall?(Short answer)How does Lake Mall ensure customer satisfaction?(Short answer)Are digital payment methods available in the mall?☐ Yes ☐ NoRate the importance of customer service in retail trade:☐ Very Important ☐ Important ☐ Neutral ☐ Not ImportantDoes the mall organise sales, events or promotional activities?☐ Yes ☐ NoHow does Lake Mall benefit retailers operating inside it?(Short answer)Does organised retail trade help in increasing employment?☐ Yes ☐ No ☐ MaybeWhat challenges does Lake Mall face in retail trade today?(Short answer)How do you see the future of organised retail trade in malls like Lake Mall?(Short answer)",0
3476,QedpcsA-GOU,"What type of trade does Lake Mall mainly represent?Answer: (b) Retail tradeDoes Lake Mall operate within the boundaries of the country?Answer: YesWho are the main customers of Lake Mall?Answer: General public including families, students and working professionals.What types of retail outlets are available in the mall?Answer: Clothing stores, electronics shops, food outlets and entertainment centres.Does Lake Mall sell goods directly to final consumers?Answer: YesWhich feature best describes Lake Mall?Answer: (c) Organised retail tradeWhat facilities are provided to customers in the mall?Answer: Parking facilities, food courts, clean premises, security and seating areas.How does Lake Mall ensure customer satisfaction?Answer: By providing quality services, organised stores and a comfortable shopping environment.Are digital payment methods available in the mall?Answer: YesRate the importance of customer service in retail trade:Answer: Very ImportantDoes the mall organise sales, events or promotional activities?Answer: YesHow does Lake Mall benefit retailers operating inside it?Answer: It provides good infrastructure, high customer footfall and better business opportunities.Does organised retail trade help in increasing employment?Answer: YesWhat challenges does Lake Mall face in retail trade today?Answer: Competition from online shopping platforms and changing consumer preferences.How do you see the future of organised retail trade in malls like Lake Mall?Answer: The future is positive as people still prefer physical shopping along with entertainment and food options.",0
3480,QedpcsA-GOU,How many of you are watching in 2026,0
3482,QedpcsA-GOU,Love you❤❤❤❤,0
3483,QedpcsA-GOU,Legends watching on 2026 2:03,0
3484,QedpcsA-GOU,2026 are here,0
3485,QedpcsA-GOU,Abe oh mere nishchay Bhai ko kuch mat bol Varna Teri tange me tod dongi,0
3486,QedpcsA-GOU,Watching in 2026,0
3488,QedpcsA-GOU,Who is watching in 2026,0
3489,QedpcsA-GOU,2026 anyone!!!,0
3490,QedpcsA-GOU,14:20  hahahahaa,0
3491,QedpcsA-GOU,How many of you are watching in 2026😂,4
3492,QedpcsA-GOU,I see in 2026,0
3493,QedpcsA-GOU,Bhut badhiya gaana hai tiger bhaiya aapka,0
3495,QedpcsA-GOU,8:12 is best part ever 🤣🤣🤣,0
3496,QedpcsA-GOU,Insane 💯👹 heartbeat Kuch Sada🫀🎉 dahi he hair,0
3497,QedpcsA-GOU,Who's waching in 2036😂,0
3498,QedpcsA-GOU,Legend who is watching in 2026❤🎉,0
3499,QedpcsA-GOU,2:23 legends watching in 2026 😂,2
3501,QedpcsA-GOU,Legend  is watching this video in 2026,0
3502,QedpcsA-GOU,How is watching in 2026 😅,0
3503,QedpcsA-GOU,2026 mein kon kon dekh rha h,8
3504,QedpcsA-GOU,Bhai huginder ne toh gaane me ff ka danger zone ka sound dala hai 😂😂😂,2
3507,QedpcsA-GOU,Who is watching it in 2026😅,4
3511,QedpcsA-GOU,I am watching in 2026 😂😂😂,1
3514,QedpcsA-GOU,Who is wathcing 2027,1
3515,QedpcsA-GOU,3:58 dark ho gaya bhai ji 😅,1
3518,QedpcsA-GOU,Jai sare bhagwan ki ❤❤❤❤❤❤❤❤❤❤❤❤❤❤Nice video ❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤I love you too meri maa and papa and bhai and behen and dadi and chacha and chachi ❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤,1
3520,QedpcsA-GOU,How many of you watching in 2026😂,8
3521,QedpcsA-GOU,How many watching 2017,1
3525,QedpcsA-GOU,Watech in2027😊,0
3527,QedpcsA-GOU,12:03 toni kakkar 😂😂😂 same lyrics 😂,0
3529,QedpcsA-GOU,2026 bale log like kare .......,0
3530,QedpcsA-GOU,2026 me Kon kon dekha raha hai ya video,1
3531,QedpcsA-GOU,O le le mere babu Ko gussa a Gaya😊😅🎉😂,1
3532,QedpcsA-GOU,"a little romantic rap for vi    ""mari jan ha tu mari arman ha tu, mati arman ha tu ,dasta khusia mila mari jahan ha tu, "" love you vi",1
3533,QedpcsA-GOU,triggerd insaan is best🥰,1
3534,QedpcsA-GOU,Bhai uski setting hogi bhi,0
3535,QedpcsA-GOU,Who is watching in 2027,0
3537,QedpcsA-GOU,Iam your  big from Pakistan 🇵🇰please make a   video  on me,0
3539,QedpcsA-GOU,Those days!🫰👌 Pure nostalgia😅,91
3540,QedpcsA-GOU,Interest content ❤,0
3541,QedpcsA-GOU,53 miilion views huh,0
3544,QedpcsA-GOU,Agamatayonangakardunga,0
3545,QedpcsA-GOU,Bhai mera caption bhi bol raha tha human autorickshaw 😂😂a 😂,2
3546,QedpcsA-GOU,Anyone in 2026👇,2
3547,QedpcsA-GOU,Koi mil gaya😂😂😂😂😂😂😂😂😂,0
3548,QedpcsA-GOU,watch in 2026,3
3549,QedpcsA-GOU,Still it has more lines than tony vai,1
3550,QedpcsA-GOU,Song was epic 😂😅😂😂,1
3551,QedpcsA-GOU,😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂hahahahahaha,0
3552,QedpcsA-GOU,How is watching in 2026😂,0
3554,QedpcsA-GOU,Legends are watching on 2026,2
3555,QedpcsA-GOU,Asha ke maar doge kya Harinder bhaiya lagta hai yah,0
3556,QedpcsA-GOU,Jeep aur kya Bata do mujhko bhaiya sala sala hila kya dega Tera bavander to pani tha,0
3557,QedpcsA-GOU,Kon kon 2026 mai dhekh raha hai,0
3558,QedpcsA-GOU,Bhaiya bol to diya,4
3559,QedpcsA-GOU,11:45 best song i ve ever sen,2
3561,QedpcsA-GOU,Any one from 2026??,0
3562,QedpcsA-GOU,Who are watching this in 2026,1
3563,QedpcsA-GOU,Did you really Abused ? 13:10 😂😂😂😂,0
3565,QedpcsA-GOU,Who is watching on 2026🎉🎉🎉🎉🎉 happy new year,1
3566,QedpcsA-GOU,Legends who are watching in 2026 😂😂😂😂😂😂😅😅😅😅😅😅,1
3567,QedpcsA-GOU,Legends who are watching in 2026,0
3568,QedpcsA-GOU,Legends who are watching in 2026,0
3569,QedpcsA-GOU,NISHAY Bhai es salay ko or roast karo es ko pata to cahalay NISHAY Bhai Kon hai,0
3571,QedpcsA-GOU,Who is watching in 2026,0
3572,QedpcsA-GOU,who is watching this video in 2026???,1
3573,QedpcsA-GOU,Who is watching this again in 2026❤😂😂,1
3575,QedpcsA-GOU,How many of you are watching in26😂,0
3576,QedpcsA-GOU,Omg the song you made 🔝👑☠️💀 like in just two min I can't believe better then haginder 😂💀☠️🥲😭,1
3579,QedpcsA-GOU,Anyone in 2027😂😂😂😂,0
3580,QedpcsA-GOU,Legends are watching 2199 😊😊,0
3581,QedpcsA-GOU,4:04 isko jan ne ke liye sikkho app download kare 😂💅🏻👾,0
3582,QedpcsA-GOU,2026 is two year ago,0
3583,QedpcsA-GOU,Who watching in 2028,0
3584,QedpcsA-GOU,Who is watching in 2071,1
3585,QedpcsA-GOU,I All ready  watching this video but now I watch 2026😊😊,0
3586,QedpcsA-GOU,Who is watching in 2062😂,1
3587,QedpcsA-GOU,Subtitles at Joginder's intro: *Human autorickshaw*😂😂😂Even subtitles are roasting him bhai💀,1
3588,QedpcsA-GOU,😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😊😊😊😊😊 Good,0
3589,QedpcsA-GOU,Jay triggered insaan,0
3591,QedpcsA-GOU,Who is watching in 2027,0
3595,QedpcsA-GOU,Maa choud dya 😂😂,0
3596,QedpcsA-GOU,I am watching 2026 ha😂,0
3597,QedpcsA-GOU,Kon kon 2026 me dekh raha hai?,3
3598,QedpcsA-GOU,I'm watching in 2026,0
3600,QedpcsA-GOU,2026Kaun-kaun dekh Raha,1
3601,QedpcsA-GOU,I'm watching this video in 2026😅😂,1
3603,QedpcsA-GOU,❤who is watching in 2026,389
3604,QedpcsA-GOU,Anybody 2026 😅,1
3605,QedpcsA-GOU,Karwaa sach yahi hai ki Tera buri tarah song se roast kya isliye tune revenge ke liye yeh video banaya😂😂😂😂😂😂Hagar insaan😂😂😂,2
3606,QedpcsA-GOU,Triggeredaan big fan🎉🎉🎉🎉🎉🎉🎉😊🎉😊😊🎉😊🎉😊🎉😊🎉😊🎉😊🎉😊😊😊😊🎉😊🎉😊😊🎉😊🎉😊🎉😊🎉😊😊🎉😊🎉😊🎉😊😊😊😊😊🎉😊😊🎉😊🎉😊😊🎉😊and 😊😊and 😊😊I 😊I 😊😊🎉😊🎉,1
3607,QedpcsA-GOU,How many of you are watching in 2026,2
3609,QedpcsA-GOU,How many of you are watching in 2026,0
3610,QedpcsA-GOU,Bhi aap ka Liya 1of 5 add,0
3612,QedpcsA-GOU,How watch this in 2026,5
3613,QedpcsA-GOU,How many of you are watching in 2026😅😅,1
3614,QedpcsA-GOU,Anyone at 2026,0
3615,QedpcsA-GOU,How many people see this in 2026 😂❤❤,1
3616,QedpcsA-GOU,People watching in 2026😅😅😅😅,0
3617,QedpcsA-GOU,Pro watching in 2024 legend watching 2025 but but god are watching in 2026,0
3618,QedpcsA-GOU,Chhapri Jogin,0
3619,QedpcsA-GOU,Kon kon 2026 main dekhra? 😂,0
3620,QedpcsA-GOU,Who watching in 2027❤😢🎉😂,3
3621,QedpcsA-GOU,Legends  watching in 2026😂😂,0
3622,QedpcsA-GOU,Who watching in 2026😂❤,1
3623,QedpcsA-GOU,Who watching in 2026 😂😂,0
3624,QedpcsA-GOU,Haggu be like: mera name hi mela tha isko is chapri ke laye😒,0
3625,QedpcsA-GOU,Watching in 2026😂,0
3626,QedpcsA-GOU,Kaun-kaun 2026 mein dekh raha hai,1
3627,QedpcsA-GOU,Who's watching this on 2026💔(Btw I have watched this 100+ times 😭😭),66
3629,QedpcsA-GOU,Haginder ek super man hai jiske pass Power bahut hai hagne ki 😂,0
3630,QedpcsA-GOU,Bhai dhoop sek raha he ❤❤❤😂😂😂,0
3631,QedpcsA-GOU,Vo jogind ke pass bhejega vo Gali de raha hai tu Tujhe bhaiya,0
3632,QedpcsA-GOU,2026 me kon dekh rha h baarwi baar,0
3633,QedpcsA-GOU,BHAI mai bhi chalunga aap ke sath apna hilvane ke liye,0
3634,QedpcsA-GOU,Who is watching in 2026😂,0
3636,QedpcsA-GOU,When I add it on cc when he laugh is says monkey laugh😂,0
3637,QedpcsA-GOU,How many of you are watching in2026,0
3638,QedpcsA-GOU,who are watching this video in 2026,0
3639,QedpcsA-GOU,He is watching in 2026😂😂,0
3640,QedpcsA-GOU,How is watching this in 2026,0
3641,QedpcsA-GOU,Who's watchs this video in 2026 😅,0
3642,QedpcsA-GOU,Who are watching this video in 2026,0
3643,QedpcsA-GOU,Kon kon 2026 mai dekh rha hai 😅,0
3644,QedpcsA-GOU,2026 iam watching,0
3645,QedpcsA-GOU,Who is watching in 2026,0
3646,QedpcsA-GOU,How many watching in 2026😂😂,0
3647,QedpcsA-GOU,KON KON 2026 MA DEKH RAHA HA😂😂,2
3648,QedpcsA-GOU,i am in 2027,0
3649,QedpcsA-GOU,Who is watching in 2026,0
3650,QedpcsA-GOU,I am watching in 2026😅,0
3651,QedpcsA-GOU,chukander❌Triggered✅,0
3652,QedpcsA-GOU,And how many of you are watching this 2 to 3 times,0
3653,QedpcsA-GOU,Me watching it again in 2026,0
3654,QedpcsA-GOU,In 31  2025 december,0
3655,QedpcsA-GOU,In 31 dec 2025 literally bhai,6
3656,QedpcsA-GOU,😂😂😂 anyone 31december 2025,0
3657,QedpcsA-GOU,📛 13:48 Ridham 📛 is 📛 my 📛 name 📛,0
3658,QedpcsA-GOU,Hagindar roasting triggered insaan ❎️,0
3659,QedpcsA-GOU,Mai to dargeee😅😂,0
3660,QedpcsA-GOU,Kon 30 december ko dekh Rahe ho 😊,0
3663,QedpcsA-GOU,Triggered insaan mere house 🏘️  ma ao😊,0
3664,QedpcsA-GOU,15 November is my happy birthday 🎂🎂🎂,0
3665,QedpcsA-GOU,Bhai me last line me hagne ka itihas bana diya,0
3666,QedpcsA-GOU,0:20 ke caption on kar ke dekhna 😅😅😅😅,0
3667,QedpcsA-GOU,Bhai 15 November to gujar Gaya,1
3668,QedpcsA-GOU,2 mins 15 sec par jo english main meaning hota h woo ja 😊kar dhikna par ik line ayi,1
3670,QedpcsA-GOU,Bhaiya kapne wala seen kuch funny tha,0
3671,QedpcsA-GOU,Yaar kuchh bhi bolo gajab roast h.....😊😊❤❤,1
3672,QedpcsA-GOU,Who is watching in 2025,0
3673,QedpcsA-GOU,Anyone in 2025?👇,2
3674,QedpcsA-GOU,Who are watching in 2026,0
3675,QedpcsA-GOU,Triggered insaan roasting is best 🎉,0
3676,QedpcsA-GOU,Who watching this video in 2026,0
3677,QedpcsA-GOU,Bavander se dar Nahin Lagta kiya,0
3678,QedpcsA-GOU,12:10 bro did the free fire emote,14
3679,QedpcsA-GOU,10:46 bhai plss full song pls I like this song 😭😂🙏🏽,3
3680,QedpcsA-GOU,@thecomedianparmar,0
3681,QedpcsA-GOU,Jointer chapati *,0
3682,QedpcsA-GOU,Anyone in 2025 ?,0
3683,QedpcsA-GOU,Bow under ka matlab meaning mujhe nahi pata,0
3684,QedpcsA-GOU,Tu bhi to roasters ky naam py kalank h 🤦🏻,0
3685,QedpcsA-GOU,Bhot acha roast kia aapne trirrgu bhaiya ❤❤❤,0
3687,QedpcsA-GOU,Becouse legend watching at 2025😂,0
3689,QedpcsA-GOU,Who are watching at 2026 or 2025,0
3690,QedpcsA-GOU,The nischay rap,0
3691,QedpcsA-GOU,I'm In past,1
3692,QedpcsA-GOU,I am Watching For 2026😅😅😅,1
3693,QedpcsA-GOU,Bhai pls like the ones who want gta 6 so that creators see my comment,0
3694,QedpcsA-GOU,2025 me kon kon dekh raha hai 😂😂😂,0
3695,QedpcsA-GOU,Kon kon 2026 mai dekh raha hai,0
3696,QedpcsA-GOU,53 million  aura plus,0
3697,QedpcsA-GOU,Bache khane wale rakshas....🤣,1
3698,QedpcsA-GOU,The song waa fire🤣🤣🤣🤣,0
3700,QedpcsA-GOU,Vah tha na hathora do hathora do hathora piche Rakhi thi piche ghuma but dekha nahin bavander ki vajah se😅😅😅😅😅😅😂😂😂😂😂😂,0
3701,QedpcsA-GOU,Bavanderrrrrrr❌ dominion Garrrrrrrrrrr✅,0
3702,QedpcsA-GOU,Anyone in 2026,2
3703,QedpcsA-GOU,triggu bhai ma pakistan sa ho lakin wo jo aik bacche na ap ko rost kiya ha na wo   jahil tha,0
3705,QedpcsA-GOU,Someone in 2025😊,1
3706,QedpcsA-GOU,Who is watching in 2028😊😊😊😊😊,0
3707,QedpcsA-GOU,Mammy or caci gai kasam kali,1
3708,QedpcsA-GOU,Who watch in 2o25,0
3709,QedpcsA-GOU,plz roast him again,0
3710,QedpcsA-GOU,Bawandar ❌Splendor ✅😅,0
3711,QedpcsA-GOU,Who is watching this video in 2025 dec 17😅😅,22
3712,QedpcsA-GOU,Haw many of you are watching in 2026 😅😅,0
3713,QedpcsA-GOU,bhai vo video kidhar hai ham hai chapri wala and bhai ki shakal pe roast alag level par hai ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha,0
3714,QedpcsA-GOU,Not.    Me.      2025,0
3715,QedpcsA-GOU,Watching in 2025 😂😂😂😂😂,0
3716,QedpcsA-GOU,Easkeo laat maro 😂😂,1
3717,QedpcsA-GOU,Who is watching this on 2025 Like i miss this type of content,1
3719,QedpcsA-GOU,Bhai family ke sath roast kardiya😂😂,0
3720,QedpcsA-GOU,Triggered  bhai  bhai big  fan,0
3721,QedpcsA-GOU,how many is watching in 2025dec . 13,0
3723,QedpcsA-GOU,ANYONE 2025 DEC 12 👇,0
3724,QedpcsA-GOU,How many of you are watching in 2025😅😅,2
3725,QedpcsA-GOU,Anyone in 2026,1
3726,QedpcsA-GOU,9:54 Iski setting ki kasaam😂😂😂😂😂😂😂😂,2
3727,QedpcsA-GOU,Human auto-rickshaw,1
3728,QedpcsA-GOU,My name is very unique MYRA❤❤❤❤❤,1
3729,QedpcsA-GOU,Me 2025😂😂😂😂,2
3730,QedpcsA-GOU,I watch it when i was 10 years old😢🎉❤,1
3731,QedpcsA-GOU,Best roast of Nischay my all time favorite this video I watched it 1000 times ❤ old nishchay just osm 💀💀💀,0
3732,QedpcsA-GOU,Ieiej niwiw me kn😂😂😂😂😂😂,0
3733,QedpcsA-GOU,May 2025 new AI hai,1
3734,QedpcsA-GOU,Who watching in 2026 😅😅😅,1
3735,QedpcsA-GOU,Who waching in 2025 dec 9,2
3736,QedpcsA-GOU,Who watching in 2020,1
3738,QedpcsA-GOU,Chapri pagal 😂😂😂😂😂,0
3739,QedpcsA-GOU,Bawandar ❌ jangli bandar☑️,0
3740,QedpcsA-GOU,How many watchimg in 25 dec ❤🎉,0
3741,QedpcsA-GOU,Who are watching in 2026,0
3743,QedpcsA-GOU,15 Nov Ko Mera Birthday Hai😅😅,1
3744,QedpcsA-GOU,Kon kon 2025 me dekh raha hai😂😂,0
3745,QedpcsA-GOU,Bro rosted level ☠️,0
3747,QedpcsA-GOU,Bhaiya mai tab 2saal ka tha😅,0
3748,QedpcsA-GOU,Iam watching in this video 2025 December 7,0
3749,QedpcsA-GOU,11:45 song - 😂Dance - 😂Dancer -🔥🔥,3
3751,QedpcsA-GOU,Who is watching in 2025,0
3752,QedpcsA-GOU,Who is here in watching the video 2021/😂,1
3753,QedpcsA-GOU,Jogendra laal gan... Ka bandar,0
3757,QedpcsA-GOU,Bahi Uska dimag gana bana mein me pora use ho gaya,1
3758,QedpcsA-GOU,I am see 2025 dec 6,0
3759,QedpcsA-GOU,Abe ye to top comedy hai😂😂😂,0
3761,QedpcsA-GOU,How many are you watching in 2025😂,1
3762,QedpcsA-GOU,What the f**k bhai ye good hai ❤❤,0
3764,QedpcsA-GOU,who are watching in 2025.,1
3765,QedpcsA-GOU,bhai ne kya roast kiya hai bawandar ko,0
3767,QedpcsA-GOU,This is not man😂😂😂😂 this is nobe😂😂😂😂😂😂😂😂😂😂,0
3768,QedpcsA-GOU,YouTube ka Raavan 🤢🤢😡😡,0
3769,QedpcsA-GOU,If u watching in 2025 like 😅👇,1
